Transaction_ID,Date,Day,Day type,Product,Category,Quantity,Unit_Price,Total_Sales,Event
T7128,5/31/2025,Saturday,weekend,Flour,Groceries,4,5,20,Regular Sales
T7129,5/31/2025,Saturday,weekend,Flour,Groceries,13,5,65,Regular Sales
T7130,5/31/2025,Saturday,weekend,Yogurt,Dairy,9,3,27,Regular Sales
T7131,5/31/2025,Saturday,weekend,Fish,Meat,3,18,54,Regular Sales
T7132,5/31/2025,Saturday,weekend,Tea,Beverages,10,7,70,Regular Sales
T7133,5/31/2025,Saturday,weekend,Soft Drink,Beverages,1,4,4,Regular Sales
T7134,5/31/2025,Saturday,weekend,Tea,Beverages,9,7,63,Regular Sales
T7135,5/31/2025,Saturday,weekend,Coffee,Beverages,12,10,120,Regular Sales
T7136,5/31/2025,Saturday,weekend,Eggs,Dairy,9,5,45,Regular Sales
T7137,5/31/2025,Saturday,weekend,Shampoo,Personal Care,6,8,48,Regular Sales
T7138,5/31/2025,Saturday,weekend,Apples,Fruits,10,4,40,Regular Sales
T7139,5/31/2025,Saturday,weekend,Cooking Oil,Groceries,12,12,144,Regular Sales
T7140,5/31/2025,Saturday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T7141,5/31/2025,Saturday,weekend,Soft Drink,Beverages,4,4,16,Regular Sales
T7142,5/31/2025,Saturday,weekend,Soft Drink,Beverages,7,4,28,Regular Sales
T7143,5/31/2025,Saturday,weekend,Shampoo,Personal Care,4,8,32,Regular Sales
T7144,5/31/2025,Saturday,weekend,Tea,Beverages,3,7,21,Regular Sales
T7145,5/31/2025,Saturday,weekend,Chips,Snacks,15,4,60,Regular Sales
T7146,5/31/2025,Saturday,weekend,Fish,Meat,6,18,108,Regular Sales
T7147,5/31/2025,Saturday,weekend,Soft Drink,Beverages,15,4,60,Regular Sales
T7148,5/31/2025,Saturday,weekend,Toothpaste,Personal Care,10,5,50,Regular Sales
T7149,5/31/2025,Saturday,weekend,Soft Drink,Beverages,1,4,4,Regular Sales
T7150,5/31/2025,Saturday,weekend,Oranges,Fruits,12,4,48,Regular Sales
T7151,5/31/2025,Saturday,weekend,Fish,Meat,9,18,162,Regular Sales
T7152,5/31/2025,Saturday,weekend,Chocolate,Snacks,10,5,50,Regular Sales
T7153,5/31/2025,Saturday,weekend,Flour,Groceries,13,5,65,Regular Sales
T7154,5/31/2025,Saturday,weekend,Coffee,Beverages,12,10,120,Regular Sales
T7155,5/31/2025,Saturday,weekend,Coffee,Beverages,7,10,70,Regular Sales
T7156,5/31/2025,Saturday,weekend,Water Bottle,Beverages,4,2,8,Regular Sales
T7157,5/31/2025,Saturday,weekend,Bananas,Fruits,12,2,24,Regular Sales
T7158,5/31/2025,Saturday,weekend,Eggs,Dairy,4,5,20,Regular Sales
T7159,5/31/2025,Saturday,weekend,Pasta,Groceries,15,8,120,Regular Sales
T7160,5/31/2025,Saturday,weekend,Oranges,Fruits,4,4,16,Regular Sales
T7161,5/31/2025,Saturday,weekend,Shampoo,Personal Care,9,8,72,Regular Sales
T7162,5/31/2025,Saturday,weekend,Sugar,Groceries,1,6,6,Regular Sales
T7163,5/31/2025,Saturday,weekend,Juice,Beverages,1,5,5,Regular Sales
T7164,5/31/2025,Saturday,weekend,Soap,Personal Care,4,4,16,Regular Sales
T7165,5/31/2025,Saturday,weekend,Oranges,Fruits,4,4,16,Regular Sales
T7166,5/31/2025,Saturday,weekend,Soap,Personal Care,4,4,16,Regular Sales
T7167,5/31/2025,Saturday,weekend,Croissant,Bakery,4,3,12,Regular Sales
T7168,5/31/2025,Saturday,weekend,Coffee,Beverages,15,10,150,Regular Sales
T7169,5/31/2025,Saturday,weekend,Soft Drink,Beverages,6,4,24,Regular Sales
T7170,5/31/2025,Saturday,weekend,Fish,Meat,4,18,72,Regular Sales
T7171,5/31/2025,Saturday,weekend,Milk,Dairy,3,3,9,Regular Sales
T7172,5/31/2025,Saturday,weekend,Yogurt,Dairy,13,3,39,Regular Sales
T7173,5/31/2025,Saturday,weekend,Soap,Personal Care,10,4,40,Regular Sales
T7174,5/31/2025,Saturday,weekend,Tea,Beverages,15,7,105,Regular Sales
T7175,5/31/2025,Saturday,weekend,Rice,Groceries,10,15,150,Regular Sales
T7176,5/31/2025,Saturday,weekend,Cooking Oil,Groceries,7,12,84,Regular Sales
T7177,5/31/2025,Saturday,weekend,Sugar,Groceries,10,6,60,Regular Sales
T7178,5/31/2025,Saturday,weekend,Apples,Fruits,1,4,4,Regular Sales
T7179,6/1/2025,Sunday,weekend,Detergent,Household,4,10,40,Regular Sales
T7180,6/1/2025,Sunday,weekend,Chicken,Meat,7,14,98,Regular Sales
T7181,6/1/2025,Sunday,weekend,Popcorn,Snacks,1,4,4,Regular Sales
T7182,6/1/2025,Sunday,weekend,Dish Wash,Household,6,5,30,Regular Sales
T7183,6/1/2025,Sunday,weekend,Eggs,Dairy,15,5,75,Regular Sales
T7184,6/1/2025,Sunday,weekend,Croissant,Bakery,7,3,21,Regular Sales
T7185,6/1/2025,Sunday,weekend,Tissue Paper,Household,1,3,3,Regular Sales
T7186,6/1/2025,Sunday,weekend,Croissant,Bakery,10,3,30,Regular Sales
T7187,6/1/2025,Sunday,weekend,Toothpaste,Personal Care,10,5,50,Regular Sales
T7188,6/1/2025,Sunday,weekend,Apples,Fruits,1,4,4,Regular Sales
T7189,6/1/2025,Sunday,weekend,Eggs,Dairy,4,5,20,Regular Sales
T7190,6/1/2025,Sunday,weekend,Butter,Dairy,13,4,52,Regular Sales
T7191,6/1/2025,Sunday,weekend,Eggs,Dairy,9,5,45,Regular Sales
T7192,6/1/2025,Sunday,weekend,Tissue Paper,Household,10,3,30,Regular Sales
T7193,6/1/2025,Sunday,weekend,Bread,Bakery,6,2,12,Regular Sales
T7194,6/1/2025,Sunday,weekend,Biscuits,Snacks,6,3,18,Regular Sales
T7195,6/1/2025,Sunday,weekend,Popcorn,Snacks,13,4,52,Regular Sales
T7196,6/1/2025,Sunday,weekend,Croissant,Bakery,6,3,18,Regular Sales
T7197,6/1/2025,Sunday,weekend,Detergent,Household,13,10,130,Regular Sales
T7198,6/1/2025,Sunday,weekend,Popcorn,Snacks,6,4,24,Regular Sales
T7199,6/1/2025,Sunday,weekend,Milk,Dairy,7,3,21,Regular Sales
T7200,6/1/2025,Sunday,weekend,Fish,Meat,15,18,270,Regular Sales
T7201,6/1/2025,Sunday,weekend,Detergent,Household,4,10,40,Regular Sales
T7202,6/1/2025,Sunday,weekend,Chips,Snacks,6,4,24,Regular Sales
T7203,6/1/2025,Sunday,weekend,Biscuits,Snacks,1,3,3,Regular Sales
T7204,6/1/2025,Sunday,weekend,Sugar,Groceries,3,6,18,Regular Sales
T7205,6/1/2025,Sunday,weekend,Milk,Dairy,15,3,45,Regular Sales
T7206,6/1/2025,Sunday,weekend,Juice,Beverages,9,5,45,Regular Sales
T7207,6/1/2025,Sunday,weekend,Croissant,Bakery,13,3,39,Regular Sales
T7208,6/1/2025,Sunday,weekend,Coffee,Beverages,10,10,100,Regular Sales
T7209,6/1/2025,Sunday,weekend,Soap,Personal Care,6,4,24,Regular Sales
T7210,6/1/2025,Sunday,weekend,Croissant,Bakery,7,3,21,Regular Sales
T7211,6/1/2025,Sunday,weekend,Soft Drink,Beverages,6,4,24,Regular Sales
T7212,6/1/2025,Sunday,weekend,Pasta,Groceries,15,8,120,Regular Sales
T7213,6/1/2025,Sunday,weekend,Butter,Dairy,13,4,52,Regular Sales
T7214,6/1/2025,Sunday,weekend,Tissue Paper,Household,1,3,3,Regular Sales
T7215,6/1/2025,Sunday,weekend,Detergent,Household,4,10,40,Regular Sales
T7216,6/1/2025,Sunday,weekend,Yogurt,Dairy,12,3,36,Regular Sales
T7217,6/1/2025,Sunday,weekend,Detergent,Household,9,10,90,Regular Sales
T7218,6/1/2025,Sunday,weekend,Bread,Bakery,13,2,26,Regular Sales
T7219,6/1/2025,Sunday,weekend,Cheese,Dairy,1,6,6,Regular Sales
T7220,6/1/2025,Sunday,weekend,Dish Wash,Household,3,5,15,Regular Sales
T7221,6/1/2025,Sunday,weekend,Soft Drink,Beverages,3,4,12,Regular Sales
T7222,6/1/2025,Sunday,weekend,Chicken,Meat,13,14,182,Regular Sales
T7223,6/1/2025,Sunday,weekend,Fish,Meat,3,18,54,Regular Sales
T7224,6/1/2025,Sunday,weekend,Eggs,Dairy,10,5,50,Regular Sales
T7225,6/1/2025,Sunday,weekend,Milk,Dairy,10,3,30,Regular Sales
T7226,6/1/2025,Sunday,weekend,Chicken,Meat,7,14,98,Regular Sales
T7227,6/1/2025,Sunday,weekend,Cheese,Dairy,3,6,18,Regular Sales
T7228,6/1/2025,Sunday,weekend,Sugar,Groceries,9,6,54,Regular Sales
T7229,6/1/2025,Sunday,weekend,Face Wash,Personal Care,12,9,108,Regular Sales
T7230,6/1/2025,Sunday,weekend,Chicken,Meat,13,14,182,Regular Sales
T7231,6/1/2025,Sunday,weekend,Juice,Beverages,9,5,45,Regular Sales
T7232,6/1/2025,Sunday,weekend,Juice,Beverages,15,5,75,Regular Sales
T7233,6/1/2025,Sunday,weekend,Bread,Bakery,13,2,26,Regular Sales
T7234,6/1/2025,Sunday,weekend,Chips,Snacks,12,4,48,Regular Sales
T7235,6/1/2025,Sunday,weekend,Toothpaste,Personal Care,9,5,45,Regular Sales
T7236,6/1/2025,Sunday,weekend,Chips,Snacks,1,4,4,Regular Sales
T7237,6/1/2025,Sunday,weekend,Eggs,Dairy,1,5,5,Regular Sales
T7238,6/1/2025,Sunday,weekend,Soap,Personal Care,13,4,52,Regular Sales
T7239,6/1/2025,Sunday,weekend,Muffin,Bakery,15,4,60,Regular Sales
T7240,6/1/2025,Sunday,weekend,Tissue Paper,Household,3,3,9,Regular Sales
T7241,6/1/2025,Sunday,weekend,Croissant,Bakery,13,3,39,Regular Sales
T7242,6/1/2025,Sunday,weekend,Chicken,Meat,6,14,84,Regular Sales
T7243,6/1/2025,Sunday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T7244,6/1/2025,Sunday,weekend,Bread,Bakery,15,2,30,Regular Sales
T7245,6/1/2025,Sunday,weekend,Chicken,Meat,13,14,182,Regular Sales
T7246,6/1/2025,Sunday,weekend,Bread,Bakery,6,2,12,Regular Sales
T7247,6/1/2025,Sunday,weekend,Face Wash,Personal Care,13,9,117,Regular Sales
T7248,6/1/2025,Sunday,weekend,Face Wash,Personal Care,4,9,36,Regular Sales
T7249,6/1/2025,Sunday,weekend,Chicken,Meat,13,14,182,Regular Sales
T7250,6/1/2025,Sunday,weekend,Fish,Meat,4,18,72,Regular Sales
T7251,6/1/2025,Sunday,weekend,Milk,Dairy,12,3,36,Regular Sales
T7252,6/1/2025,Sunday,weekend,Soft Drink,Beverages,4,4,16,Regular Sales
T7253,6/2/2025,Monday,weekday,Coffee,Beverages,2,10,20,Regular Sales
T7254,6/2/2025,Monday,weekday,Face Wash,Personal Care,4,9,36,Regular Sales
T7255,6/2/2025,Monday,weekday,Popcorn,Snacks,3,4,12,Regular Sales
T7256,6/2/2025,Monday,weekday,Butter,Dairy,3,4,12,Regular Sales
T7257,6/2/2025,Monday,weekday,Biscuits,Snacks,6,3,18,Regular Sales
T7258,6/2/2025,Monday,weekday,Biscuits,Snacks,7,3,21,Regular Sales
T7259,6/2/2025,Monday,weekday,Soft Drink,Beverages,9,4,36,Regular Sales
T7260,6/2/2025,Monday,weekday,Juice,Beverages,7,5,35,Regular Sales
T7261,6/2/2025,Monday,weekday,Juice,Beverages,4,5,20,Regular Sales
T7262,6/2/2025,Monday,weekday,Milk,Dairy,10,3,30,Regular Sales
T7263,6/2/2025,Monday,weekday,Eggs,Dairy,1,5,5,Regular Sales
T7264,6/2/2025,Monday,weekday,Fish,Meat,5,18,90,Regular Sales
T7265,6/2/2025,Monday,weekday,Juice,Beverages,9,5,45,Regular Sales
T7266,6/2/2025,Monday,weekday,Dish Wash,Household,7,5,35,Regular Sales
T7267,6/2/2025,Monday,weekday,Croissant,Bakery,1,3,3,Regular Sales
T7268,6/2/2025,Monday,weekday,Shampoo,Personal Care,2,8,16,Regular Sales
T7269,6/2/2025,Monday,weekday,Tea,Beverages,3,7,21,Regular Sales
T7270,6/2/2025,Monday,weekday,Coffee,Beverages,1,10,10,Regular Sales
T7271,6/2/2025,Monday,weekday,Sugar,Groceries,3,6,18,Regular Sales
T7272,6/2/2025,Monday,weekday,Oranges,Fruits,9,4,36,Regular Sales
T7273,6/2/2025,Monday,weekday,Toothpaste,Personal Care,10,5,50,Regular Sales
T7274,6/2/2025,Monday,weekday,Cheese,Dairy,2,6,12,Regular Sales
T7275,6/2/2025,Monday,weekday,Soap,Personal Care,1,4,4,Regular Sales
T7276,6/2/2025,Monday,weekday,Yogurt,Dairy,5,3,15,Regular Sales
T7277,6/2/2025,Monday,weekday,Butter,Dairy,8,4,32,Regular Sales
T7278,6/2/2025,Monday,weekday,Soft Drink,Beverages,4,4,16,Regular Sales
T7279,6/2/2025,Monday,weekday,Eggs,Dairy,7,5,35,Regular Sales
T7280,6/2/2025,Monday,weekday,Bread,Bakery,3,2,6,Regular Sales
T7281,6/2/2025,Monday,weekday,Flour,Groceries,7,5,35,Regular Sales
T7282,6/2/2025,Monday,weekday,Fish,Meat,3,18,54,Regular Sales
T7283,6/3/2025,Tuesday,weekday,Apples,Fruits,8,4,32,Regular Sales
T7284,6/3/2025,Tuesday,weekday,Popcorn,Snacks,10,4,40,Regular Sales
T7285,6/3/2025,Tuesday,weekday,Eggs,Dairy,1,5,5,Regular Sales
T7286,6/3/2025,Tuesday,weekday,Sugar,Groceries,1,6,6,Regular Sales
T7287,6/3/2025,Tuesday,weekday,Pasta,Groceries,8,8,64,Regular Sales
T7288,6/3/2025,Tuesday,weekday,Eggs,Dairy,2,5,10,Regular Sales
T7289,6/3/2025,Tuesday,weekday,Apples,Fruits,1,4,4,Regular Sales
T7290,6/3/2025,Tuesday,weekday,Toothpaste,Personal Care,10,5,50,Regular Sales
T7291,6/3/2025,Tuesday,weekday,Rice,Groceries,1,15,15,Regular Sales
T7292,6/3/2025,Tuesday,weekday,Sugar,Groceries,8,6,48,Regular Sales
T7293,6/3/2025,Tuesday,weekday,Dish Wash,Household,10,5,50,Regular Sales
T7294,6/3/2025,Tuesday,weekday,Croissant,Bakery,9,3,27,Regular Sales
T7295,6/3/2025,Tuesday,weekday,Shampoo,Personal Care,4,8,32,Regular Sales
T7296,6/3/2025,Tuesday,weekday,Butter,Dairy,8,4,32,Regular Sales
T7297,6/3/2025,Tuesday,weekday,Soft Drink,Beverages,1,4,4,Regular Sales
T7298,6/3/2025,Tuesday,weekday,Fish,Meat,1,18,18,Regular Sales
T7299,6/3/2025,Tuesday,weekday,Sugar,Groceries,7,6,42,Regular Sales
T7300,6/3/2025,Tuesday,weekday,Croissant,Bakery,4,3,12,Regular Sales
T7301,6/3/2025,Tuesday,weekday,Juice,Beverages,5,5,25,Regular Sales
T7302,6/3/2025,Tuesday,weekday,Tissue Paper,Household,8,3,24,Regular Sales
T7303,6/3/2025,Tuesday,weekday,Apples,Fruits,10,4,40,Regular Sales
T7304,6/3/2025,Tuesday,weekday,Yogurt,Dairy,3,3,9,Regular Sales
T7305,6/3/2025,Tuesday,weekday,Soap,Personal Care,8,4,32,Regular Sales
T7306,6/3/2025,Tuesday,weekday,Apples,Fruits,6,4,24,Regular Sales
T7307,6/3/2025,Tuesday,weekday,Cheese,Dairy,10,6,60,Regular Sales
T7308,6/3/2025,Tuesday,weekday,Yogurt,Dairy,5,3,15,Regular Sales
T7309,6/3/2025,Tuesday,weekday,Muffin,Bakery,2,4,8,Regular Sales
T7310,6/3/2025,Tuesday,weekday,Yogurt,Dairy,9,3,27,Regular Sales
T7311,6/3/2025,Tuesday,weekday,Tea,Beverages,3,7,21,Regular Sales
T7312,6/3/2025,Tuesday,weekday,Flour,Groceries,5,5,25,Regular Sales
T7313,6/3/2025,Tuesday,weekday,Tissue Paper,Household,3,3,9,Regular Sales
T7314,6/3/2025,Tuesday,weekday,Soap,Personal Care,7,4,28,Regular Sales
T7315,6/3/2025,Tuesday,weekday,Soft Drink,Beverages,9,4,36,Regular Sales
T7316,6/3/2025,Tuesday,weekday,Oranges,Fruits,10,4,40,Regular Sales
T7317,6/3/2025,Tuesday,weekday,Soap,Personal Care,7,4,28,Regular Sales
T7318,6/3/2025,Tuesday,weekday,Soft Drink,Beverages,4,4,16,Regular Sales
T7319,6/3/2025,Tuesday,weekday,Cheese,Dairy,5,6,30,Regular Sales
T7320,6/3/2025,Tuesday,weekday,Soft Drink,Beverages,3,4,12,Regular Sales
T7321,6/3/2025,Tuesday,weekday,Biscuits,Snacks,1,3,3,Regular Sales
T7322,6/3/2025,Tuesday,weekday,Eggs,Dairy,3,5,15,Regular Sales
T7323,6/4/2025,Wednesday,weekday,Bread,Bakery,8,2,16,Regular Sales
T7324,6/4/2025,Wednesday,weekday,Coffee,Beverages,10,10,100,Regular Sales
T7325,6/4/2025,Wednesday,weekday,Flour,Groceries,6,5,30,Regular Sales
T7326,6/4/2025,Wednesday,weekday,Dish Wash,Household,10,5,50,Regular Sales
T7327,6/4/2025,Wednesday,weekday,Tea,Beverages,6,7,42,Regular Sales
T7328,6/4/2025,Wednesday,weekday,Tissue Paper,Household,1,3,3,Regular Sales
T7329,6/4/2025,Wednesday,weekday,Juice,Beverages,7,5,35,Regular Sales
T7330,6/4/2025,Wednesday,weekday,Butter,Dairy,3,4,12,Regular Sales
T7331,6/4/2025,Wednesday,weekday,Chicken,Meat,10,14,140,Regular Sales
T7332,6/4/2025,Wednesday,weekday,Tea,Beverages,4,7,28,Regular Sales
T7333,6/4/2025,Wednesday,weekday,Oranges,Fruits,7,4,28,Regular Sales
T7334,6/4/2025,Wednesday,weekday,Apples,Fruits,1,4,4,Regular Sales
T7335,6/4/2025,Wednesday,weekday,Bananas,Fruits,6,2,12,Regular Sales
T7336,6/4/2025,Wednesday,weekday,Fish,Meat,1,18,18,Regular Sales
T7337,6/4/2025,Wednesday,weekday,Chocolate,Snacks,2,5,10,Regular Sales
T7338,6/4/2025,Wednesday,weekday,Shampoo,Personal Care,4,8,32,Regular Sales
T7339,6/4/2025,Wednesday,weekday,Bread,Bakery,6,2,12,Regular Sales
T7340,6/4/2025,Wednesday,weekday,Popcorn,Snacks,7,4,28,Regular Sales
T7341,6/4/2025,Wednesday,weekday,Chips,Snacks,7,4,28,Regular Sales
T7342,6/4/2025,Wednesday,weekday,Flour,Groceries,6,5,30,Regular Sales
T7343,6/4/2025,Wednesday,weekday,Soap,Personal Care,4,4,16,Regular Sales
T7344,6/4/2025,Wednesday,weekday,Face Wash,Personal Care,6,9,54,Regular Sales
T7345,6/4/2025,Wednesday,weekday,Cooking Oil,Groceries,7,12,84,Regular Sales
T7346,6/4/2025,Wednesday,weekday,Biscuits,Snacks,7,3,21,Regular Sales
T7347,6/4/2025,Wednesday,weekday,Dish Wash,Household,2,5,10,Regular Sales
T7348,6/4/2025,Wednesday,weekday,Juice,Beverages,1,5,5,Regular Sales
T7349,6/4/2025,Wednesday,weekday,Juice,Beverages,1,5,5,Regular Sales
T7350,6/4/2025,Wednesday,weekday,Croissant,Bakery,3,3,9,Regular Sales
T7351,6/4/2025,Wednesday,weekday,Chocolate,Snacks,1,5,5,Regular Sales
T7352,6/4/2025,Wednesday,weekday,Milk,Dairy,9,3,27,Regular Sales
T7353,6/4/2025,Wednesday,weekday,Chicken,Meat,2,14,28,Regular Sales
T7354,6/4/2025,Wednesday,weekday,Dish Wash,Household,6,5,30,Regular Sales
T7355,6/5/2025,Thursday,weekday,Toothpaste,Personal Care,3,5,15,Regular Sales
T7356,6/5/2025,Thursday,weekday,Popcorn,Snacks,4,4,16,Regular Sales
T7357,6/5/2025,Thursday,weekday,Shampoo,Personal Care,9,8,72,Regular Sales
T7358,6/5/2025,Thursday,weekday,Cooking Oil,Groceries,8,12,96,Regular Sales
T7359,6/5/2025,Thursday,weekday,Coffee,Beverages,2,10,20,Regular Sales
T7360,6/5/2025,Thursday,weekday,Yogurt,Dairy,6,3,18,Regular Sales
T7361,6/5/2025,Thursday,weekday,Chips,Snacks,8,4,32,Regular Sales
T7362,6/5/2025,Thursday,weekday,Muffin,Bakery,1,4,4,Regular Sales
T7363,6/5/2025,Thursday,weekday,Dish Wash,Household,9,5,45,Regular Sales
T7364,6/5/2025,Thursday,weekday,Sugar,Groceries,10,6,60,Regular Sales
T7365,6/5/2025,Thursday,weekday,Rice,Groceries,7,15,105,Regular Sales
T7366,6/5/2025,Thursday,weekday,Popcorn,Snacks,7,4,28,Regular Sales
T7367,6/5/2025,Thursday,weekday,Chocolate,Snacks,3,5,15,Regular Sales
T7368,6/5/2025,Thursday,weekday,Bread,Bakery,9,2,18,Regular Sales
T7369,6/5/2025,Thursday,weekday,Face Wash,Personal Care,7,9,63,Regular Sales
T7370,6/5/2025,Thursday,weekday,Cheese,Dairy,10,6,60,Regular Sales
T7371,6/5/2025,Thursday,weekday,Rice,Groceries,4,15,60,Regular Sales
T7372,6/5/2025,Thursday,weekday,Apples,Fruits,2,4,8,Regular Sales
T7373,6/5/2025,Thursday,weekday,Bread,Bakery,6,2,12,Regular Sales
T7374,6/5/2025,Thursday,weekday,Apples,Fruits,8,4,32,Regular Sales
T7375,6/5/2025,Thursday,weekday,Juice,Beverages,1,5,5,Regular Sales
T7376,6/5/2025,Thursday,weekday,Soap,Personal Care,3,4,12,Regular Sales
T7377,6/5/2025,Thursday,weekday,Bread,Bakery,8,2,16,Regular Sales
T7378,6/5/2025,Thursday,weekday,Cheese,Dairy,10,6,60,Regular Sales
T7379,6/5/2025,Thursday,weekday,Croissant,Bakery,1,3,3,Regular Sales
T7380,6/5/2025,Thursday,weekday,Cheese,Dairy,1,6,6,Regular Sales
T7381,6/5/2025,Thursday,weekday,Butter,Dairy,2,4,8,Regular Sales
T7382,6/5/2025,Thursday,weekday,Face Wash,Personal Care,3,9,27,Regular Sales
T7383,6/5/2025,Thursday,weekday,Cooking Oil,Groceries,1,12,12,Regular Sales
T7384,6/5/2025,Thursday,weekday,Dish Wash,Household,7,5,35,Regular Sales
T7385,6/5/2025,Thursday,weekday,Cheese,Dairy,5,6,30,Regular Sales
T7386,6/5/2025,Thursday,weekday,Dish Wash,Household,7,5,35,Regular Sales
T7387,6/6/2025,Friday,weekend,Dish Wash,Household,15,5,75,Regular Sales
T7388,6/6/2025,Friday,weekend,Oranges,Fruits,7,4,28,Regular Sales
T7389,6/6/2025,Friday,weekend,Cooking Oil,Groceries,7,12,84,Regular Sales
T7390,6/6/2025,Friday,weekend,Fish,Meat,1,18,18,Regular Sales
T7391,6/6/2025,Friday,weekend,Chips,Snacks,7,4,28,Regular Sales
T7392,6/6/2025,Friday,weekend,Oranges,Fruits,3,4,12,Regular Sales
T7393,6/6/2025,Friday,weekend,Chicken,Meat,9,14,126,Regular Sales
T7394,6/6/2025,Friday,weekend,Bananas,Fruits,12,2,24,Regular Sales
T7395,6/6/2025,Friday,weekend,Juice,Beverages,15,5,75,Regular Sales
T7396,6/6/2025,Friday,weekend,Tissue Paper,Household,12,3,36,Regular Sales
T7397,6/6/2025,Friday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T7398,6/6/2025,Friday,weekend,Chocolate,Snacks,15,5,75,Regular Sales
T7399,6/6/2025,Friday,weekend,Butter,Dairy,6,4,24,Regular Sales
T7400,6/6/2025,Friday,weekend,Soap,Personal Care,9,4,36,Regular Sales
T7401,6/6/2025,Friday,weekend,Pasta,Groceries,10,8,80,Regular Sales
T7402,6/6/2025,Friday,weekend,Shampoo,Personal Care,13,8,104,Regular Sales
T7403,6/6/2025,Friday,weekend,Croissant,Bakery,1,3,3,Regular Sales
T7404,6/6/2025,Friday,weekend,Face Wash,Personal Care,12,9,108,Regular Sales
T7405,6/6/2025,Friday,weekend,Flour,Groceries,3,5,15,Regular Sales
T7406,6/6/2025,Friday,weekend,Tissue Paper,Household,1,3,3,Regular Sales
T7407,6/6/2025,Friday,weekend,Soft Drink,Beverages,3,4,12,Regular Sales
T7408,6/6/2025,Friday,weekend,Croissant,Bakery,10,3,30,Regular Sales
T7409,6/6/2025,Friday,weekend,Chips,Snacks,3,4,12,Regular Sales
T7410,6/6/2025,Friday,weekend,Muffin,Bakery,3,4,12,Regular Sales
T7411,6/6/2025,Friday,weekend,Sugar,Groceries,3,6,18,Regular Sales
T7412,6/6/2025,Friday,weekend,Tea,Beverages,12,7,84,Regular Sales
T7413,6/6/2025,Friday,weekend,Sugar,Groceries,9,6,54,Regular Sales
T7414,6/6/2025,Friday,weekend,Cooking Oil,Groceries,13,12,156,Regular Sales
T7415,6/6/2025,Friday,weekend,Tea,Beverages,6,7,42,Regular Sales
T7416,6/6/2025,Friday,weekend,Chips,Snacks,4,4,16,Regular Sales
T7417,6/6/2025,Friday,weekend,Chips,Snacks,13,4,52,Regular Sales
T7418,6/6/2025,Friday,weekend,Dish Wash,Household,9,5,45,Regular Sales
T7419,6/6/2025,Friday,weekend,Apples,Fruits,15,4,60,Regular Sales
T7420,6/6/2025,Friday,weekend,Soap,Personal Care,13,4,52,Regular Sales
T7421,6/6/2025,Friday,weekend,Sugar,Groceries,1,6,6,Regular Sales
T7422,6/6/2025,Friday,weekend,Tissue Paper,Household,12,3,36,Regular Sales
T7423,6/6/2025,Friday,weekend,Muffin,Bakery,10,4,40,Regular Sales
T7424,6/6/2025,Friday,weekend,Chips,Snacks,1,4,4,Regular Sales
T7425,6/6/2025,Friday,weekend,Chocolate,Snacks,1,5,5,Regular Sales
T7426,6/6/2025,Friday,weekend,Chicken,Meat,15,14,210,Regular Sales
T7427,6/6/2025,Friday,weekend,Water Bottle,Beverages,13,2,26,Regular Sales
T7428,6/6/2025,Friday,weekend,Cooking Oil,Groceries,15,12,180,Regular Sales
T7429,6/6/2025,Friday,weekend,Chocolate,Snacks,15,5,75,Regular Sales
T7430,6/6/2025,Friday,weekend,Coffee,Beverages,15,10,150,Regular Sales
T7431,6/6/2025,Friday,weekend,Yogurt,Dairy,1,3,3,Regular Sales
T7432,6/6/2025,Friday,weekend,Popcorn,Snacks,13,4,52,Regular Sales
T7433,6/6/2025,Friday,weekend,Chicken,Meat,13,14,182,Regular Sales
T7434,6/6/2025,Friday,weekend,Cooking Oil,Groceries,7,12,84,Regular Sales
T7435,6/6/2025,Friday,weekend,Butter,Dairy,4,4,16,Regular Sales
T7436,6/6/2025,Friday,weekend,Yogurt,Dairy,3,3,9,Regular Sales
T7437,6/6/2025,Friday,weekend,Yogurt,Dairy,7,3,21,Regular Sales
T7438,6/6/2025,Friday,weekend,Rice,Groceries,7,15,105,Regular Sales
T7439,6/6/2025,Friday,weekend,Muffin,Bakery,6,4,24,Regular Sales
T7440,6/6/2025,Friday,weekend,Cheese,Dairy,15,6,90,Regular Sales
T7441,6/6/2025,Friday,weekend,Water Bottle,Beverages,6,2,12,Regular Sales
T7442,6/6/2025,Friday,weekend,Coffee,Beverages,6,10,60,Regular Sales
T7443,6/6/2025,Friday,weekend,Popcorn,Snacks,1,4,4,Regular Sales
T7444,6/6/2025,Friday,weekend,Biscuits,Snacks,7,3,21,Regular Sales
T7445,6/6/2025,Friday,weekend,Sugar,Groceries,7,6,42,Regular Sales
T7446,6/6/2025,Friday,weekend,Coffee,Beverages,4,10,40,Regular Sales
T7447,6/6/2025,Friday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T7448,6/6/2025,Friday,weekend,Flour,Groceries,12,5,60,Regular Sales
T7449,6/6/2025,Friday,weekend,Juice,Beverages,12,5,60,Regular Sales
T7450,6/6/2025,Friday,weekend,Oranges,Fruits,4,4,16,Regular Sales
T7451,6/6/2025,Friday,weekend,Juice,Beverages,1,5,5,Regular Sales
